Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-03 00:00:00-04:00,60.28704842594445,60.49026231246206,59.793528459909965,60.383819580078125,3617200,0.0,0.0
2024-10-04 00:00:00-04:00,59.62901805643128,60.54832369792535,59.19355710083493,60.00641632080078,5249000,0.0,0.0
2024-10-07 00:00:00-04:00,59.87094493835532,59.87094493835532,59.47419241349801,59.677406311035156,4015400,0.0,0.0
2024-10-08 00:00:00-04:00,59.78384813676605,59.94835724932438,59.12581906941672,59.5225715637207,4442500,0.0,0.0
2024-10-09 00:00:00-04:00,59.49354599909818,59.91932802142347,59.32904056710054,59.81288528442383,3132800,0.0,0.0
2024-10-10 00:00:00-04:00,59.803203222592295,60.25801841455948,59.19355787676595,59.48386764526367,3184800,0.0,0.0
2024-10-11 00:00:00-04:00,59.735456105555656,60.016086869989756,59.51288802421045,59.75481033325195,2913800,0.0,0.0
2024-10-14 00:00:00-04:00,59.73546456560957,60.31608040440397,59.5419259526781,60.103187561035156,3132300,0.0,0.0
2024-10-15 00:00:00-04:00,60.47091261138137,61.680524369005525,60.34511195498466,61.312801361083984,3863200,0.0,0.0
2024-10-16 00:00:00-04:00,61.370860166719844,62.22243156641064,61.34183066589116,62.154693603515625,3616900,0.0,0.0
2024-10-17 00:00:00-04:00,61.7772918485439,62.02888946995834,61.380539339601285,61.89341354370117,3450800,0.0,0.0
2024-10-18 00:00:00-04:00,61.932116426613675,62.67723395390259,61.56439345172695,62.61917495727539,3406700,0.0,0.0
2024-10-21 00:00:00-04:00,62.45467173899225,62.783682575282924,61.690196264048566,61.728904724121094,3301000,0.0,0.0
2024-10-22 00:00:00-04:00,61.52569456411473,61.88373861281861,61.39021494567339,61.632137298583984,2840000,0.0,0.0
2024-10-23 00:00:00-04:00,61.54504702364251,62.33855207062555,61.54504702364251,62.16436767578125,4232900,0.0,0.0
2024-10-24 00:00:00-04:00,62.07727496469651,62.59014915286146,61.24506151046823,61.2644157409668,3841100,0.0,0.0
2024-10-25 00:00:00-04:00,61.16764037124526,61.245057287901986,59.23226175212831,59.32903289794922,5994200,0.0,0.0
2024-10-28 00:00:00-04:00,59.81288368898501,60.10318977334696,59.20323832781542,59.30968475341797,4605000,0.0,0.0
2024-10-29 00:00:00-04:00,59.1354979205005,59.358066032360874,58.44843935456951,58.45811462402344,5174300,0.0,0.0
2024-10-30 00:00:00-04:00,58.56456066381676,59.02905111486232,58.35166782279681,58.52585220336914,4564700,0.0,0.0
2024-10-31 00:00:00-04:00,58.303288934762634,58.44844382777464,57.403337457549675,57.45172119140625,9170600,0.0,0.0
2024-11-01 00:00:00-04:00,57.74720533396244,58.15545210811449,57.173718378128925,57.23204040527344,4615700,0.264,0.0
2024-11-04 00:00:00-05:00,57.33896671552515,58.36929665282589,57.261204006633754,57.63056945800781,4691600,0.0,0.0
2024-11-05 00:00:00-05:00,57.348683695963054,57.358402180354545,56.298909401044135,57.17372131347656,5515400,0.0,0.0
2024-11-06 00:00:00-05:00,56.609959142454166,56.609959142454166,54.43265145285088,55.4046630859375,11418200,0.0,0.0
2024-11-07 00:00:00-05:00,55.667106976832315,55.72542900999191,54.685373145594866,54.80201721191406,7303100,0.0,0.0
2024-11-08 00:00:00-05:00,55.210259447838155,56.0947898764994,55.11305976870486,55.900386810302734,5576600,0.0,0.0
2024-11-11 00:00:00-05:00,55.91010976960663,57.00848395693799,55.871228414248144,56.03647232055664,5228100,0.0,0.0
2024-11-12 00:00:00-05:00,55.79346439534337,56.0364672825915,55.38521761664301,55.42409896850586,3675500,0.0,0.0
2024-11-13 00:00:00-05:00,55.84206641619004,55.978147445104796,55.03529501915266,55.30746078491211,3792000,0.0,0.0
2024-11-14 00:00:00-05:00,55.249135974808404,55.249135974808404,54.316005788120556,54.50068664550781,5115100,0.0,0.0
2024-11-15 00:00:00-05:00,54.510417927243076,55.03530142732611,54.38405536799606,54.957542419433594,7984900,0.0,0.0
2024-11-18 00:00:00-05:00,54.568730592200275,55.297739291685524,54.403490400123346,55.18109893798828,4209600,0.0,0.0
2024-11-19 00:00:00-05:00,55.132503509179955,55.72543122545324,54.74369735518526,55.579627990722656,3365100,0.0,0.0
2024-11-20 00:00:00-05:00,55.326894916409756,55.66710117918018,55.04501438865452,55.28801727294922,4131300,0.0,0.0
2024-11-21 00:00:00-05:00,55.132495053376324,55.90038134245134,54.97697335721724,55.78374099731445,2953100,0.0,0.0
2024-11-22 00:00:00-05:00,56.03647078203066,56.26003300730868,55.69626449387975,55.84206771850586,3277800,0.0,0.0
2024-11-25 00:00:00-05:00,55.890667557404555,56.10451129807484,55.56990194639912,55.84206771850586,6793300,0.0,0.0
2024-11-26 00:00:00-05:00,55.78374603196265,56.22115200061529,55.48242480416975,56.133670806884766,3038900,0.0,0.0
2024-11-27 00:00:00-05:00,56.51275885226045,57.14456793157282,56.5030403668861,56.687721252441406,3016100,0.0,0.0
2024-11-29 00:00:00-05:00,56.862684043165316,57.00848728029429,56.17255663100625,56.26975631713867,3486200,0.0,0.0
2024-12-02 00:00:00-05:00,56.21506764554159,56.31271261717555,55.0823688399699,55.355777740478516,5053000,0.264,0.0
2024-12-03 00:00:00-05:00,55.560838239711174,55.599893993484166,54.68201859377306,54.71131134033203,4856200,0.0,0.0
2024-12-04 00:00:00-05:00,55.023778757656494,55.238602161776775,54.623428420379426,54.84801483154297,4011300,0.0,0.0
2024-12-05 00:00:00-05:00,54.65272244151734,54.84801237296347,54.36954682603711,54.740604400634766,3790600,0.0,0.0
2024-12-06 00:00:00-05:00,54.74060685439967,55.03354548961661,54.63319515233953,54.84801483154297,3112200,0.0,0.0
2024-12-09 00:00:00-05:00,54.779664896923876,55.34601617694102,54.457433502193126,55.15072250366211,3946800,0.0,0.0
2024-12-10 00:00:00-05:00,54.926136999336364,54.994489227386616,54.37931545001727,54.46719741821289,5089600,0.0,0.0
2024-12-11 00:00:00-05:00,54.359789422872325,54.66249482842596,53.871557060641024,54.018028259277344,6634600,0.0,0.0
2024-12-12 00:00:00-05:00,53.87154738317007,54.564840043932755,53.76413941170447,53.842254638671875,3885200,0.0,0.0
2024-12-13 00:00:00-05:00,53.70554997091414,54.203545249862934,53.48096357257123,54.03754806518555,3899100,0.0,0.0
2024-12-16 00:00:00-05:00,53.70555402570063,54.16449358843912,53.23685145573909,53.295440673828125,5671600,0.0,0.0
2024-12-17 00:00:00-05:00,53.129442842935006,53.852028341741025,52.86579693356999,53.236854553222656,4951700,0.0,0.0
2024-12-18 00:00:00-05:00,53.022026873828636,53.52978891127505,51.537800239350695,51.56709671020508,7659400,0.0,0.0
2024-12-19 00:00:00-05:00,51.91862802005265,52.25062617797777,50.522286880012935,50.541812896728516,7959000,0.0,0.0
2024-12-20 00:00:00-05:00,50.77616131479367,52.299447495207595,50.77616131479367,51.547569274902344,14467200,0.0,0.0
2024-12-23 00:00:00-05:00,51.459682079568836,51.82097291692988,51.20579921283769,51.752620697021484,5474900,0.0,0.0
2024-12-24 00:00:00-05:00,51.63545256261126,51.98698043823242,51.430392151887524,51.98698043823242,2585000,0.0,0.0
2024-12-26 00:00:00-05:00,51.86003955305267,52.13344847043672,51.64521613229827,51.820980072021484,7385900,0.0,0.0
