Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-10-03 00:00:00-04:00,57.17634753273192,57.24584443962288,56.89835990516808,56.918216705322266,5397500,0.0,0.0,0.0
2024-10-04 00:00:00-04:00,56.67001209954765,56.79907561895518,56.59058489933007,56.68986511230469,5885500,0.0,0.0,0.0
2024-10-07 00:00:00-04:00,56.15374515102206,56.193454962766374,55.64740623148507,55.66726303100586,8277600,0.0,0.0,0.0
2024-10-08 00:00:00-04:00,56.74943684251606,56.77922014964701,56.55087262461568,56.670013427734375,6188200,0.0,0.0,0.0
2024-10-09 00:00:00-04:00,56.83878884160471,56.98771294737501,56.68986473583441,56.92814254760742,4680500,0.0,0.0,0.0
2024-10-10 00:00:00-04:00,56.75936201884639,56.75936201884639,56.56080159289716,56.68986511230469,3756700,0.0,0.0,0.0
2024-10-11 00:00:00-04:00,56.590586655629686,56.77922058105469,56.51115945294706,56.77922058105469,3524000,0.0,0.0,0.0
2024-10-14 00:00:00-04:00,56.84871664721076,56.908287048339844,56.75936293916584,56.908287048339844,2336400,0.0,0.0,0.0
2024-10-15 00:00:00-04:00,56.61044060093864,56.78914801066327,56.580657295083626,56.59058380126953,4664200,0.0,0.0,0.0
2024-10-16 00:00:00-04:00,56.650154750366724,56.67993805651094,56.53101395119522,56.64022445678711,1976600,0.0,0.0,0.0
2024-10-17 00:00:00-04:00,56.09417623562777,56.114033035673586,55.86582871604691,55.935325622558594,4600200,0.0,0.0,0.0
2024-10-18 00:00:00-04:00,56.32252468081083,56.32252468081083,56.094177157477326,56.15374755859375,5016300,0.0,0.0,0.0
2024-10-21 00:00:00-04:00,55.716903599965185,55.88568450364826,55.667263494398625,55.77647399902344,8027300,0.0,0.0,0.0
2024-10-22 00:00:00-04:00,55.220495281146114,55.339636079934564,55.081501469856896,55.190711975097656,4037200,0.0,0.0,0.0
2024-10-23 00:00:00-04:00,55.101359108012886,55.160929508313465,54.9127251880071,55.0616455078125,4904800,0.0,0.0,0.0
2024-10-24 00:00:00-04:00,55.021931358597286,55.04178815849935,54.912724640081954,55.01200485229492,4252000,0.0,0.0,0.0
2024-10-25 00:00:00-04:00,54.58509297736995,54.60494977721917,54.28724855422641,54.31703186035156,4634800,0.0,0.0,0.0
2024-10-28 00:00:00-04:00,54.60495029761139,54.80351451069854,54.60495029761139,54.77372741699219,5575200,0.0,0.0,0.0
2024-10-29 00:00:00-04:00,54.78365698714599,54.95243410429779,54.78365698714599,54.84322738647461,3473700,0.0,0.0,0.0
2024-10-30 00:00:00-04:00,54.66452101577697,54.74394442909552,54.56523701500706,54.59502410888672,6478400,0.0,0.0,0.0
2024-10-31 00:00:00-04:00,54.525523041161534,54.56523664119743,54.3071058155588,54.42624282836914,8088900,0.0,0.0,0.0
2024-11-01 00:00:00-04:00,54.47588414818297,54.724088472989905,54.42624404068107,54.46595764160156,5100800,0.0,0.0,0.0
2024-11-04 00:00:00-05:00,54.098614664243755,54.14825477024348,53.89012015936916,53.909976959228516,3944400,0.0,0.0,0.0
2024-11-05 00:00:00-05:00,54.20782256503877,54.356746673583984,54.20782256503877,54.356746673583984,4810200,0.0,0.0,0.0
2024-11-06 00:00:00-05:00,54.882939893399985,54.882939893399985,54.56523865597663,54.74394607543945,8735800,0.0,0.0,0.0
2024-11-07 00:00:00-05:00,54.63473334477223,54.63473334477223,54.26739201404736,54.545379638671875,5216500,0.0,0.0,0.0
2024-11-08 00:00:00-05:00,54.11846758948744,54.20782129506171,53.900050365981556,53.969547271728516,3607400,0.0,0.0,0.0
2024-11-11 00:00:00-05:00,54.07875748915437,54.20782100639869,54.07875748915437,54.14825439453125,2656500,0.0,0.0,0.0
2024-11-12 00:00:00-05:00,53.60220747729844,53.61213398384755,53.36392965984825,53.423500061035156,7512600,0.0,0.0,0.0
2024-11-13 00:00:00-05:00,52.95687560151983,52.96680210823418,52.68881447266266,52.88737869262695,7972000,0.0,0.0,0.0
2024-11-14 00:00:00-05:00,53.09586857425526,53.135582175075555,52.98665806564817,53.01644515991211,4823600,0.0,0.0,0.0
2024-11-15 00:00:00-05:00,53.016443219733155,53.016443219733155,52.559744401607915,52.6391716003418,4131200,0.0,0.0,0.0
2024-11-18 00:00:00-05:00,52.758311381555544,52.93701880079365,52.758311381555544,52.88737869262695,5330300,0.0,0.0,0.0
2024-11-19 00:00:00-05:00,52.93701829994973,53.26464982788566,52.86752139171436,53.18522262573242,4933000,0.0,0.0,0.0
2024-11-20 00:00:00-05:00,53.35400344736161,53.35400344736161,53.11572562859815,53.24479293823242,5344400,0.0,0.0,0.0
2024-11-21 00:00:00-05:00,52.7483824540148,52.8178793597182,52.510104643533644,52.80794906616211,6067000,0.0,0.0,0.0
