Date,SGOV,STAG,SPG,O,SPY,INDA,FXI
2021-12-17 00:00:00-05:00,,,,,1.633,,
2021-12-30 00:00:00-05:00,,0.121,,,,0.03,
2021-12-31 00:00:00-05:00,,,,0.247,,,
2022-01-28 00:00:00-05:00,,0.122,,,,,
2022-01-31 00:00:00-05:00,,,,0.247,,,
2022-02-01 00:00:00-05:00,0.002,,,,,,
2022-02-25 00:00:00-05:00,,0.122,,,,,
2022-02-28 00:00:00-05:00,,,,0.247,,,
2022-03-01 00:00:00-05:00,0.008,,,,,,
2022-03-09 00:00:00-05:00,,,1.65,,,,
2022-03-18 00:00:00-04:00,,,,,1.366,,
2022-03-30 00:00:00-04:00,,0.122,,,,,
2022-03-31 00:00:00-04:00,,,,0.247,,,
2022-04-01 00:00:00-04:00,0.018,,,,,,
2022-04-28 00:00:00-04:00,,0.122,,,,,
2022-04-29 00:00:00-04:00,,,,0.247,,,
2022-05-02 00:00:00-04:00,0.025,,,,,,
2022-05-27 00:00:00-04:00,,0.122,,,,,
2022-05-31 00:00:00-04:00,,,,0.247,,,
2022-06-01 00:00:00-04:00,0.041,,,,,,
2022-06-08 00:00:00-04:00,,,1.7,,,,
2022-06-09 00:00:00-04:00,,,,,,,0.146
2022-06-17 00:00:00-04:00,,,,,1.577,,
2022-06-29 00:00:00-04:00,,0.122,,,,,
2022-06-30 00:00:00-04:00,,,,0.248,,,
2022-07-01 00:00:00-04:00,0.069,,,,,,
2022-07-28 00:00:00-04:00,,0.122,,,,,
2022-07-29 00:00:00-04:00,,,,0.248,,,
2022-08-01 00:00:00-04:00,0.116,,,,,,
2022-08-30 00:00:00-04:00,,0.122,,,,,
2022-08-31 00:00:00-04:00,,,,0.248,,,
2022-09-01 00:00:00-04:00,0.168,,,,,,
2022-09-08 00:00:00-04:00,,,1.75,,,,
2022-09-16 00:00:00-04:00,,,,,1.596,,
2022-09-29 00:00:00-04:00,,0.122,,,,,
2022-09-30 00:00:00-04:00,,,,0.248,,,
2022-10-03 00:00:00-04:00,0.157,,,,,,
2022-10-28 00:00:00-04:00,,0.122,,,,,
2022-10-31 00:00:00-04:00,,,,0.248,,,
2022-11-01 00:00:00-04:00,0.241,,,,,,
2022-11-29 00:00:00-05:00,,0.122,,,,,
2022-11-30 00:00:00-05:00,,,,0.248,,,
2022-12-01 00:00:00-05:00,0.283,,,,,,
2022-12-08 00:00:00-05:00,,,1.8,,,,
2022-12-13 00:00:00-05:00,,,,,,,0.593
2022-12-15 00:00:00-05:00,0.327,,,,,,
2022-12-16 00:00:00-05:00,,,,,1.781,,
2022-12-29 00:00:00-05:00,,0.122,,,,,
2022-12-30 00:00:00-05:00,,,,0.249,,,
2023-01-30 00:00:00-05:00,,0.123,,,,,
2023-01-31 00:00:00-05:00,,,,0.249,,,
2023-02-01 00:00:00-05:00,0.394,,,,,,
2023-02-27 00:00:00-05:00,,0.123,,,,,
2023-02-28 00:00:00-05:00,,,,0.255,,,
2023-03-01 00:00:00-05:00,0.278,,,,,,
2023-03-09 00:00:00-05:00,,,1.8,,,,
2023-03-17 00:00:00-04:00,,,,,1.506,,
2023-03-30 00:00:00-04:00,,0.123,,,,,
2023-03-31 00:00:00-04:00,,,,0.255,,,
2023-04-03 00:00:00-04:00,0.362,,,,,,
2023-04-27 00:00:00-04:00,,0.123,,,,,
2023-04-28 00:00:00-04:00,,,,0.255,,,
2023-05-01 00:00:00-04:00,0.392,,,,,,
2023-05-30 00:00:00-04:00,,0.123,,,,,
2023-05-31 00:00:00-04:00,,,,0.255,,,
2023-06-01 00:00:00-04:00,0.432,,,,,,
2023-06-07 00:00:00-04:00,,,,,,0.08,0.154
2023-06-08 00:00:00-04:00,,,1.85,,,,
2023-06-16 00:00:00-04:00,,,,,1.638,,
2023-06-29 00:00:00-04:00,,0.123,,,,,
2023-06-30 00:00:00-04:00,,,,0.256,,,
2023-07-03 00:00:00-04:00,0.417,,,,,,
2023-07-28 00:00:00-04:00,,0.123,,,,,
2023-07-31 00:00:00-04:00,,,,0.256,,,
2023-08-01 00:00:00-04:00,0.442,,,,,,
2023-08-30 00:00:00-04:00,,0.123,,,,,
2023-08-31 00:00:00-04:00,,,,0.256,,,
2023-09-01 00:00:00-04:00,0.431,,,,,,
2023-09-07 00:00:00-04:00,,,1.9,,,,
2023-09-15 00:00:00-04:00,,,,,1.583,,
2023-09-28 00:00:00-04:00,,0.123,,,,,
2023-09-29 00:00:00-04:00,,,,0.256,,,
2023-10-02 00:00:00-04:00,0.412,,,,,,
2023-10-30 00:00:00-04:00,,0.123,,,,,
2023-10-31 00:00:00-04:00,,,,0.256,,,
2023-11-01 00:00:00-04:00,0.427,,,,,,
2023-11-29 00:00:00-05:00,,0.123,,,,,
2023-11-30 00:00:00-05:00,,,,0.256,,,
2023-12-01 00:00:00-05:00,0.443,,,,,,
2023-12-07 00:00:00-05:00,,,1.9,,,,
2023-12-14 00:00:00-05:00,0.455,,,,,,
2023-12-15 00:00:00-05:00,,,,,1.906,,
2023-12-20 00:00:00-05:00,,,,,,,0.607
2023-12-28 00:00:00-05:00,,0.123,,,,,
2023-12-29 00:00:00-05:00,,,,0.257,,,
2024-01-30 00:00:00-05:00,,0.123,,,,,
2024-01-31 00:00:00-05:00,,,,0.257,,,
2024-02-01 00:00:00-05:00,0.458,,,,,,
2024-02-28 00:00:00-05:00,,0.123,,,,,
2024-02-29 00:00:00-05:00,,,,0.257,,,
2024-03-01 00:00:00-05:00,0.41,,,,,,
2024-03-07 00:00:00-05:00,,,1.95,,,,
2024-03-15 00:00:00-04:00,,,,,1.595,,
2024-03-27 00:00:00-04:00,,0.123,,,,,
2024-03-28 00:00:00-04:00,,,,0.257,,,
2024-04-01 00:00:00-04:00,0.45,,,,,,
2024-04-29 00:00:00-04:00,,0.123,,,,,
2024-04-30 00:00:00-04:00,,,,0.257,,,
2024-05-01 00:00:00-04:00,0.428,,,,,,
2024-05-31 00:00:00-04:00,,0.123,,,,,
2024-06-03 00:00:00-04:00,0.44,,,0.263,,,
2024-06-07 00:00:00-04:00,,,2.0,,,,
2024-06-11 00:00:00-04:00,,,,,,,0.085
2024-06-21 00:00:00-04:00,,,,,1.759,,
2024-06-28 00:00:00-04:00,,0.123,,,,,
2024-07-01 00:00:00-04:00,0.439,,,0.263,,,
2024-07-31 00:00:00-04:00,,0.123,,,,,
2024-08-01 00:00:00-04:00,0.453,,,0.263,,,
2024-08-30 00:00:00-04:00,,0.123,,,,,
2024-09-03 00:00:00-04:00,0.444,,,0.263,,,
2024-09-09 00:00:00-04:00,,,2.05,,,,
2024-09-20 00:00:00-04:00,,,,,1.746,,
2024-09-30 00:00:00-04:00,,0.123,,,,,
2024-10-01 00:00:00-04:00,0.43,,,0.264,,,
2024-10-31 00:00:00-04:00,,0.123,,,,,
2024-11-01 00:00:00-04:00,0.415,,,0.264,,,
2024-11-29 00:00:00-05:00,,0.123,,,,,
2024-12-02 00:00:00-05:00,0.378,,,0.264,,,
2024-12-09 00:00:00-05:00,,,2.1,,,,
2024-12-17 00:00:00-05:00,,,,,,0.399,0.451
2024-12-18 00:00:00-05:00,0.372,,,,,,
2024-12-20 00:00:00-05:00,,,,,1.966,,
2024-12-31 00:00:00-05:00,,0.123,,,,,
2025-01-02 00:00:00-05:00,,,,0.264,,,
2025-01-31 00:00:00-05:00,,0.124,,,,,
2025-02-03 00:00:00-05:00,0.363,,,0.264,,,
2025-02-28 00:00:00-05:00,,0.124,,,,,
2025-03-03 00:00:00-05:00,0.313,,,0.268,,,
2025-03-10 00:00:00-04:00,,,2.1,,,,
2025-03-21 00:00:00-04:00,,,,,1.696,,
2025-03-31 00:00:00-04:00,,0.124,,,,,
2025-04-01 00:00:00-04:00,0.346,,,0.269,,,
2025-04-30 00:00:00-04:00,,0.124,,,,,
2025-05-01 00:00:00-04:00,0.335,,,0.269,,,
