Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-10-03 00:00:00-04:00,97.86242295554165,97.86242295554165,97.85266876220703,97.85266876220703,4066100,0.0,0.0,0.0
2024-10-04 00:00:00-04:00,97.8965663030104,97.90143967991088,97.89168548583984,97.89168548583984,4987100,0.0,0.0,0.0
2024-10-07 00:00:00-04:00,97.90142822265625,97.91118241558577,97.90142822265625,97.90142822265625,4792500,0.0,0.0,0.0
2024-10-08 00:00:00-04:00,97.91118621826172,97.92094041157007,97.91118621826172,97.91118621826172,3923100,0.0,0.0,0.0
2024-10-09 00:00:00-04:00,97.93069458007812,97.94044877412507,97.92094782630123,97.93069458007812,4024800,0.0,0.0,0.0
2024-10-10 00:00:00-04:00,97.9501953125,97.9501953125,97.94044111921542,97.9501953125,3731100,0.0,0.0,0.0
2024-10-11 00:00:00-04:00,97.98921203613281,97.99895878988305,97.98921203613281,97.98921203613281,3778400,0.0,0.0,0.0
2024-10-14 00:00:00-04:00,97.98921203613281,97.99895878988305,97.98921203613281,97.98921203613281,3297100,0.0,0.0,0.0
2024-10-15 00:00:00-04:00,98.00871276855469,98.00871276855469,97.99895857455584,98.00871276855469,3567400,0.0,0.0,0.0
2024-10-16 00:00:00-04:00,98.01846674726914,98.02821350097656,98.01846674726914,98.02821350097656,3809900,0.0,0.0,0.0
2024-10-17 00:00:00-04:00,98.02821350097656,98.03796769495399,98.02821350097656,98.02821350097656,3575500,0.0,0.0,0.0
2024-10-18 00:00:00-04:00,98.07697678916826,98.07697678916826,98.05747584153143,98.06722259521484,3970200,0.0,0.0,0.0
2024-10-21 00:00:00-04:00,98.0769691344446,98.08672332763672,98.0769691344446,98.08672332763672,3940600,0.0,0.0,0.0
2024-10-22 00:00:00-04:00,98.09647369384766,98.09647369384766,98.08672694056594,98.09647369384766,3462800,0.0,0.0,0.0
2024-10-23 00:00:00-04:00,98.11598208095046,98.11598208095046,98.09647369384766,98.09647369384766,3927700,0.0,0.0,0.0
2024-10-24 00:00:00-04:00,98.12572479248047,98.12572479248047,98.11597060007044,98.12572479248047,3704500,0.0,0.0,0.0
2024-10-25 00:00:00-04:00,98.15498732296851,98.16474151611328,98.15498732296851,98.16474151611328,5386900,0.0,0.0,0.0
2024-10-28 00:00:00-04:00,98.17448826898867,98.17448826898867,98.16474151611328,98.16474151611328,3471300,0.0,0.0,0.0
2024-10-29 00:00:00-04:00,98.17448042677503,98.18423461914062,98.16960705072661,98.18423461914062,3449900,0.0,0.0,0.0
2024-10-30 00:00:00-04:00,98.19398881150622,98.20373556360303,98.18423461914062,98.18423461914062,7059200,0.0,0.0,0.0
2024-10-31 00:00:00-04:00,98.19399622812404,98.21349717405937,98.19399622812404,98.20374298095703,11321100,0.0,0.0,0.0
2024-11-01 00:00:00-04:00,98.25760650634766,98.25760650634766,98.2478194188875,98.25760650634766,13451800,0.415,0.0,0.0
2024-11-04 00:00:00-05:00,98.26738739013672,98.2762032386832,98.25759283298044,98.26738739013672,5041500,0.0,0.0,0.0
2024-11-05 00:00:00-05:00,98.2771851178207,98.28697967529297,98.26739056034842,98.28697967529297,4280500,0.0,0.0,0.0
2024-11-06 00:00:00-05:00,98.2771851178207,98.2967667617069,98.2771851178207,98.28697967529297,9470900,0.0,0.0,0.0
2024-11-07 00:00:00-05:00,98.29677740191673,98.30657196044922,98.29677740191673,98.30657196044922,6188100,0.0,0.0,0.0
2024-11-08 00:00:00-05:00,98.34573522737033,98.35552978515625,98.33594066958439,98.35552978515625,5624200,0.0,0.0,0.0
2024-11-11 00:00:00-05:00,98.34573364257812,98.35552820020622,98.3408400992933,98.34573364257812,4443700,0.0,0.0,0.0
2024-11-12 00:00:00-05:00,98.3653168718836,98.3653168718836,98.35552978515625,98.35552978515625,4283300,0.0,0.0,0.0
2024-11-13 00:00:00-05:00,98.3751083966176,98.38490295410156,98.36531383913366,98.38490295410156,4818000,0.0,0.0,0.0
2024-11-14 00:00:00-05:00,98.3946975115855,98.3946975115855,98.38490295410156,98.38490295410156,4353200,0.0,0.0,0.0
2024-11-15 00:00:00-05:00,98.42408132102099,98.43386840820312,98.42408132102099,98.43386840820312,5605100,0.0,0.0,0.0
2024-11-18 00:00:00-05:00,98.44365692138672,98.44365692138672,98.43386236374711,98.44365692138672,5597300,0.0,0.0,0.0
2024-11-19 00:00:00-05:00,98.45346069335938,98.45346069335938,98.4436661348031,98.45346069335938,4310900,0.0,0.0,0.0
2024-11-20 00:00:00-05:00,98.46325063268858,98.47303771972656,98.45345607459178,98.47303771972656,4133000,0.0,0.0,0.0
2024-11-21 00:00:00-05:00,98.48283227782335,98.48283227782335,98.47303771972656,98.47303771972656,4410700,0.0,0.0,0.0
2024-11-22 00:00:00-05:00,98.5024185180664,98.51221307662011,98.5024185180664,98.5024185180664,4343900,0.0,0.0,0.0
2024-11-25 00:00:00-05:00,98.51220703125,98.52200158920265,98.51220703125,98.51220703125,6020200,0.0,0.0,0.0
2024-11-26 00:00:00-05:00,98.53179168701172,98.54157877346265,98.52199712950244,98.53179168701172,4586900,0.0,0.0,0.0
2024-11-27 00:00:00-05:00,98.5513687133789,98.56116327042928,98.5513687133789,98.5513687133789,5909000,0.0,0.0,0.0
2024-11-29 00:00:00-05:00,98.59054565429688,98.60034021196157,98.59054565429688,98.59054565429688,6581100,0.0,0.0,0.0
2024-12-02 00:00:00-05:00,98.61315783520658,98.61807732001843,98.60824584960938,98.60824584960938,11471800,0.378,0.0,0.0
2024-12-03 00:00:00-05:00,98.62790411063538,98.62790411063538,98.61808013916016,98.61808013916016,5734100,0.0,0.0,0.0
2024-12-04 00:00:00-05:00,98.63772583007812,98.64755729979629,98.62789436035996,98.63772583007812,5351100,0.0,0.0,0.0
2024-12-05 00:00:00-05:00,98.64756774902344,98.657399219783,98.64756774902344,98.64756774902344,4870100,0.0,0.0,0.0
2024-12-06 00:00:00-05:00,98.69670867919922,98.69670867919922,98.68687720932864,98.69670867919922,4779000,0.0,0.0,0.0
2024-12-09 00:00:00-05:00,98.69671899706665,98.70654296875,98.69671899706665,98.70654296875,5539800,0.0,0.0,0.0
2024-12-10 00:00:00-05:00,98.71637244775704,98.72620391845703,98.71637244775704,98.72620391845703,5293500,0.0,0.0,0.0
2024-12-11 00:00:00-05:00,98.73602788994215,98.73602788994215,98.72620391845703,98.72620391845703,4855300,0.0,0.0,0.0
2024-12-12 00:00:00-05:00,98.74586204958099,98.74586204958099,98.73603057861328,98.73603057861328,4701000,0.0,0.0,0.0
